GasDay,CapacityVolumeTechnical,CapacityVolumeReserved,CapacityVolumeReservedTSO,CapacityVolumeAvailable,CapacityInjectionTechnical,CapacityInjectionReserved,CapacityInjectionReservedTSO,CapacityInjectionAvailable,CapacityWithdrawalTechnical,CapacityWithdrawalReserved,CapacityWithdrawalReservedTSO,CapacityWithdrawalAvailable
2034-04-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-04-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-04-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-04-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-04-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-31T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-03-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,6750,0,0,6750
2034-02-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-02-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-31T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2034-01-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-31T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-12-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-11-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-31T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-10-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-09-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-31T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-08-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-31T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-02T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-07-01T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-30T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-29T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-28T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-27T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-26T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-25T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-24T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-23T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-22T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-21T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-20T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-19T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-18T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-17T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-16T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-15T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-14T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-13T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-12T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-11T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-10T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-09T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-08T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-07T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-06T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-05T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-04T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
2033-06-03T00:00:00,9544000,0,0,9544000,3780,0,0,3780,7500,0,0,7500
